datetime;OBSERVED;U_mu
2012-10-04;1;88,875
2012-10-05;0;94,625
2012-10-06;1;81,5
2012-10-07;1;76,625
2012-10-08;0;94,0
2012-10-10;0;96,0
2012-10-11;1;89,375
2012-10-12;1;85,75
2012-10-13;1;82,625
2012-10-14;0;90,75
2012-10-15;0;96,875
2012-10-16;0;85,625
2012-10-17;0;94,125
2012-10-18;0;92,375
2012-10-19;0;92,0
2012-10-20;0;94,625
2012-10-21;0;98,875
2012-10-22;0;85,875
2012-10-23;0;87,125
2012-10-24;1;82,125
2012-10-25;1;82,875
2012-10-26;0;82,625
2012-10-27;1;82,625
2012-10-28;1;86,22222222222223
2012-10-29;0;83,25
2012-10-30;1;77,375
2012-11-02;0;92,125
2012-11-03;0;97,875
2012-11-04;0;98,875
2012-11-05;0;96,125
2012-11-06;0;96,375
2012-11-07;1;79,875
2012-11-08;1;74,375
2012-11-09;1;84,125
2012-11-10;1;79,5
2012-11-11;1;89,5
2012-11-12;0;80,625
2012-11-13;1;79,875
2012-11-14;1;93,375
2012-11-15;0;93,125
2012-11-16;1;87,5
2012-11-17;0;89,875
2012-11-18;1;86,875
2012-11-19;0;89,125
2012-11-20;1;86,5
2012-11-21;1;91,375
2012-11-22;1;82,75
2012-11-23;0;93,375
2012-11-24;1;89,25
2012-11-25;0;92,75
2012-11-26;1;96,75
2012-11-27;0;92,75
2012-11-28;1;85,5
2012-11-29;0;94,25
2012-11-30;0;96,25
2012-12-01;0;89,5
2012-12-02;1;81,625
2012-12-03;1;76,875
2012-12-05;1;89,75
2012-12-06;0;92,0
2012-12-07;0;92,875
2012-12-08;1;87,5
2012-12-09;1;87,75
2012-12-10;1;80,375
2012-12-11;0;92,875
2012-12-12;0;84,75
2012-12-13;0;91,5
2012-12-14;0;84,375
2012-12-15;0;80,57142857142857
2012-12-17;0;86,125
2012-12-18;0;86,75
2012-12-19;1;92,0
2012-12-20;0;92,25
2012-12-21;1;89,375
2012-12-22;1;86,625
2012-12-23;1;68,25
2012-12-24;0;88,57142857142857
2012-12-25;0;89,625
2012-12-26;0;90,75
2012-12-28;0;88,5
2012-12-29;1;92,0
2012-12-30;0;96,71428571428571
2012-12-31;0;96,5
2013-01-01;0;98,375
2013-01-02;0;95,5
2013-01-03;1;93,5
2013-01-04;0;97,625
2013-01-05;1;88,125
2013-01-06;1;90,25
2013-01-07;1;91,125
2013-01-08;0;93,75
2013-01-09;0;95,5
2013-01-10;1;86,375
2013-01-11;1;81,25
2013-01-12;1;85,5
2013-01-13;1;90,75
2013-01-14;1;83,125
2013-01-15;0;88,125
2013-01-16;0;90,125
2013-01-17;1;84,5
2013-01-18;1;79,625
2013-01-19;1;79,625
2013-01-20;0;89,0
2013-01-21;1;85,125
2013-01-22;1;90,625
2013-01-24;1;87,875
2013-01-25;1;88,25
2013-01-26;0;83,5
2013-01-27;1;87,25
2013-01-28;0;90,25
2013-01-29;0;96,28571428571429
2013-01-30;0;94,375
2013-01-31;0;97,625
2013-02-01;0;89,75
2013-02-02;1;91,71428571428571
2013-02-03;1;84,75
2013-02-04;1;85,875
2013-02-05;0;94,625
2013-02-06;0;98,25
2013-02-07;1;95,25
2013-02-08;0;94,625
2013-02-09;0;96,625
2013-02-10;0;98,625
2013-02-11;0;98,0
2013-02-12;0;94,125
2013-02-13;0;97,75
2013-02-14;1;95,0
2013-02-15;1;85,75
2013-02-16;1;86,875
2013-02-17;1;94,25
2013-02-18;0;96,875
2013-02-19;0;88,25
2013-02-20;1;82,125
2013-02-21;1;85,4
2013-02-22;1;89,625
2013-02-23;1;89,375
2013-02-24;1;84,125
2013-02-25;1;89,25
2013-02-26;1;88,25
2013-02-27;1;87,25
2013-02-28;1;79,75
2013-03-01;1;73,71428571428571
2013-03-02;1;72,375
2013-03-03;0;78,0
2013-03-04;0;88,5
2013-03-05;0;96,25
2013-03-06;1;80,625
2013-03-07;0;59,875
2013-03-08;0;71,875
2013-03-09;1;63,875
2013-03-10;1;61,875
2013-03-11;1;75,5
2013-03-12;1;81,125
2013-03-13;0;62,625
2013-03-14;1;73,75
2013-03-15;1;76,0
2013-03-19;1;59,375
2013-03-20;1;45,5
2013-03-21;1;52,375
2013-03-22;1;56,5
2013-03-23;1;73,75
2013-03-24;1;59,375
2013-03-25;1;70,875
2013-03-26;1;55,0
2013-03-27;1;63,375
2013-03-28;1;82,625
2013-03-29;1;77,75
2013-03-30;1;73,0
2013-03-31;1;80,0
2013-04-01;1;76,625
2013-04-02;1;55,875
2013-04-03;1;64,875
2013-04-04;1;67,125
2013-04-05;1;53,125
2013-04-06;1;52,75
2013-04-07;0;82,375
2013-04-08;1;85,28571428571429
2013-04-09;1;85,0
2013-04-10;1;73,375
2013-04-11;1;72,42857142857143
2013-04-12;1;93,0
2013-04-13;0;97,25
2013-04-14;1;93,75
2013-04-15;1;88,75
2013-04-16;0;90,25
2013-04-17;0;88,375
2013-04-18;0;82,625
2013-04-19;0;85,875
2013-04-20;0;68,875
2013-04-21;1;58,75
2013-04-22;1;66,375
2013-04-23;0;78,0
2013-04-25;1;65,25
2013-04-26;0;80,0
2013-04-27;1;82,25
2013-04-28;1;85,75
2013-04-29;1;67,625
2013-04-30;0;86,25
2013-05-01;1;61,375
2013-05-02;1;73,5
2013-05-03;1;59,0
2013-05-04;1;51,0
2013-05-05;0;69,0
2013-05-06;1;65,875
2013-05-08;1;60,625
2013-05-09;0;71,25
2013-05-10;1;90,375
2013-05-11;1;83,625
2013-05-12;1;70,75
2013-05-13;0;75,0
2013-05-14;1;79,25
2013-05-15;1;78,375
2013-05-16;1;64,75
2013-05-17;1;65,875
2013-05-18;1;88,125
2013-05-19;1;84,125
2013-05-20;1;89,25
2013-05-21;1;62,75
2013-05-22;0;82,75
2013-05-23;0;97,75
2013-05-24;1;90,75
2013-05-25;1;79,57142857142857
2013-05-26;1;70,0
2013-05-27;0;85,125
2013-05-28;1;55,75
2013-05-29;1;53,125
2013-05-30;1;75,75
2013-05-31;1;77,5
2013-06-01;1;69,125
2013-06-02;1;63,75
2013-06-03;1;60,125
2013-06-05;1;59,125
2013-06-06;1;53,5
2013-06-07;0;63,875
2013-06-08;1;69,875
2013-06-09;1;70,875
2013-06-10;1;81,0
2013-06-11;1;73,75
2013-06-12;0;83,875
2013-06-13;1;87,125
2013-06-14;0;94,75
2013-06-15;1;84,25
2013-06-16;0;85,625
2013-06-17;0;87,625
2013-06-18;1;66,0
2013-06-19;1;57,875
2013-06-20;1;76,25
2013-06-21;1;76,625
2013-06-22;0;85,25
2013-06-23;1;89,875
2013-06-24;1;84,875
2013-06-25;1;78,875
2013-06-26;0;68,5
2013-06-27;0;86,75
2013-06-28;1;69,5
2013-06-29;0;77,5
2013-06-30;0;77,375
2013-07-01;1;70,25
2013-07-03;1;77,25
2013-07-04;1;76,125
2013-07-05;0;80,875
2013-07-06;0;83,875
2013-07-07;0;61,125
2013-07-08;1;66,75
2013-07-09;1;64,75
2013-07-10;1;85,45454545454545
2013-07-12;1;65,54166666666667
2013-07-13;1;60,541666666666664
2013-07-14;1;74,16666666666667
2013-07-15;1;68,58333333333333
2013-07-16;1;57,0
2013-07-17;1;51,142857142857146
2013-07-18;0;73,125
2013-07-19;0;81,28571428571429
2013-07-20;1;64,75
2013-07-21;0;75,25
2013-07-22;0;75,25
2013-07-23;1;76,875
2013-07-24;1;81,875
2013-07-25;1;78,375
2013-07-26;1;78,125
2013-07-27;1;71,0
2013-07-28;1;72,125
2013-07-29;1;81,125
2013-07-30;0;83,5
2013-07-31;0;86,25
2013-08-02;1;80,375
2013-08-03;1;73,5
2013-08-04;1;72,875
2013-08-05;1;77,25
2013-08-06;1;58,875
2013-08-07;1;77,875
2013-08-08;0;86,75
2013-08-09;0;91,25
2013-08-10;1;81,375
2013-08-11;1;83,0
2013-08-12;0;86,0
2013-08-13;0;89,375
2013-08-14;0;98,125
2013-08-15;0;82,125
2013-08-16;1;78,5
2013-08-17;0;91,75
2013-08-18;1;80,14285714285714
2013-08-19;0;83,5
2013-08-20;1;89,625
2013-08-21;1;87,875
2013-08-22;0;87,125
2013-08-23;1;65,0
2013-08-24;1;70,25
2013-08-25;1;75,625
2013-08-26;1;75,5
2013-08-27;1;77,38461538461539
2013-08-28;1;87,04545454545455
2013-08-29;1;78,0
2013-08-30;0;70,0
2013-08-31;1;86,625
2013-09-01;0;89,25
2013-09-02;0;86,5
2013-09-03;1;82,0
2013-09-05;1;78,28571428571429
2013-09-06;1;85,25
2013-09-07;1;86,375
2013-09-08;1;86,25
2013-09-09;1;90,625
2013-09-10;0;88,25
2013-09-11;1;85,75
2013-09-12;1;90,375
2013-09-13;1;89,875
2013-09-14;1;86,0
2013-09-15;1;77,75
2013-09-16;1;73,375
2013-09-17;1;76,375
2013-09-18;0;87,125
2013-09-19;0;91,25
2013-09-20;0;89,25
2013-09-21;1;93,0
2013-09-22;0;85,75
2013-09-23;0;85,625
2013-09-24;1;78,375
2013-09-25;1;77,375
2013-09-26;1;80,85714285714286
2013-09-27;0;85,875
2013-09-28;1;83,125
2013-09-29;1;79,0
2013-09-30;1;71,75
2013-10-01;1;70,0
2013-10-03;1;74,0
2013-10-04;1;78,375
2013-10-05;1;78,5
2013-10-06;0;85,625
2013-10-07;1;87,625
2013-10-08;0;99,0
2013-10-09;0;98,625
2013-10-10;0;96,875
2013-10-11;1;83,125
2013-10-12;1;89,5
2013-10-13;1;83,875
2013-10-14;1;74,5
2013-10-15;1;86,375
2013-10-16;1;74,125
2013-10-17;1;82,125
2013-10-18;0;89,75
2013-10-19;1;80,125
2013-10-20;1;76,25
2013-10-21;1;80,625
2013-10-22;1;76,75
2013-10-23;0;94,375
2013-10-24;0;97,375
2013-10-25;0;86,25
2013-10-26;0;96,375
2013-10-27;1;98,66666666666667
2013-10-28;0;96,625
2013-10-29;0;92,0
2013-10-30;1;88,5
2013-10-31;1;90,625
2013-11-01;0;95,625
2013-11-02;0;94,125
2013-11-03;1;98,0
2013-11-05;0;91,125
2013-11-06;1;91,5
2013-11-07;1;90,875
2013-11-08;0;89,125
2013-11-09;0;92,625
2013-11-10;0;87,75
2013-11-11;1;89,25
2013-11-12;1;90,375
2013-11-13;0;84,875
2013-11-14;1;88,5
2013-11-15;1;92,875
2013-11-16;0;91,0
2013-11-17;1;66,375
2013-11-18;1;75,625
2013-11-19;0;93,75
2013-11-20;0;91,625
2013-11-21;0;97,75
2013-11-22;0;96,5
2013-11-23;1;90,25
2013-11-24;0;81,875
2013-11-25;1;93,5
2013-11-26;1;84,875
2013-11-27;0;91,375
2013-11-28;1;72,125
2013-11-29;1;71,25
2013-11-30;1;84,875
2013-12-01;0;80,375
2013-12-02;1;72,0
2013-12-04;1;85,0
2013-12-05;0;86,125
2013-12-06;0;87,625
2013-12-07;1;90,25
2013-12-08;1;84,5
2013-12-09;1;81,75
2013-12-10;0;92,0
2013-12-11;1;98,875
2013-12-12;1;94,5
2013-12-13;1;69,75
2013-12-14;1;85,375
2013-12-15;0;88,75
2013-12-16;0;96,5
2013-12-17;0;88,5
2013-12-18;1;93,0
2013-12-19;0;85,5
2013-12-20;0;91,125
2013-12-21;0;90,5
2013-12-22;0;91,0
2013-12-23;0;88,5
2013-12-24;0;89,5
2013-12-25;0;91,25
2013-12-26;0;94,375
2013-12-27;0;96,75
2013-12-28;0;93,5
2013-12-29;0;95,375
2013-12-30;1;89,25
2013-12-31;1;89,125
2014-01-01;1;89,25
2014-01-03;1;86,875
2014-01-04;0;93,875
2014-01-05;0;96,25
2014-01-06;1;95,0
2014-01-07;0;97,375
2014-01-08;0;97,625
2014-01-09;1;95,5
2014-01-10;0;96,625
2014-01-11;0;91,25
2014-01-12;1;85,5
2014-01-13;1;82,25
2014-01-14;1;85,5
2014-01-15;1;88,0
2014-01-16;0;85,25
2014-01-17;1;84,375
2014-01-18;1;83,125
2014-01-19;1;85,75
2014-01-20;1;85,0
2014-01-21;1;88,5
2014-01-22;1;84,75
2014-01-23;1;86,0
2014-01-24;1;86,25
2014-01-25;1;82,625
2014-01-26;1;85,375
2014-01-27;1;85,625
2014-01-28;1;84,375
2014-01-29;1;70,25
2014-01-30;1;77,625
2014-01-31;0;73,75
2014-02-01;0;91,125
2014-02-02;0;73,25
2014-02-03;0;98,5
2014-02-05;1;90,625
2014-02-06;1;92,0
2014-02-07;1;98,125
2014-02-08;0;96,75
2014-02-09;0;90,75
2014-02-10;0;98,25
2014-02-11;0;99,5
2014-02-12;0;98,75
2014-02-13;0;94,875
2014-02-14;1;89,375
2014-02-15;1;90,125
2014-02-16;0;97,625
2014-02-17;0;97,25
2014-02-18;1;93,375
2014-02-19;1;91,375
2014-02-20;1;89,875
2014-02-21;1;85,625
2014-02-22;0;97,0
2014-02-23;1;95,625
2014-02-24;1;86,5
2014-02-25;1;89,125
2014-02-26;1;87,125
2014-02-27;1;92,25
2014-02-28;1;92,5
2014-03-01;1;92,0
2014-03-02;0;96,125
2014-03-03;0;98,5
2014-03-05;1;90,375
2014-03-06;1;93,5
2014-03-07;1;91,25
2014-03-08;0;72,375
2014-03-09;1;83,875
2014-03-10;0;88,625
2014-03-11;1;70,375
2014-03-12;1;67,25
2014-03-13;1;73,875
2014-03-14;1;60,125
2014-03-15;0;91,75
2014-03-16;1;74,125
2014-03-17;1;69,75
2014-03-18;0;80,5
2014-03-19;1;61,25
2014-03-20;0;78,25
2014-03-21;0;86,875
2014-03-22;1;88,5
2014-03-23;0;93,375
2014-03-24;1;86,875
2014-03-25;1;65,875
2014-03-26;1;52,125
2014-03-27;1;54,75
2014-03-28;1;57,625
2014-03-29;1;69,5
2014-03-30;1;60,714285714285715
2014-03-31;1;48,625
2014-04-01;1;65,875
2014-04-03;1;71,875
2014-04-04;1;47,75
2014-04-05;1;65,125
2014-04-06;0;91,125
2014-04-07;1;97,75
2014-04-08;1;73,25
2014-04-09;1;54,25
2014-04-10;1;59,625
2014-04-11;0;78,625
2014-04-12;0;97,375
2014-04-13;0;93,25
2014-04-14;1;90,0
2014-04-15;1;77,0
2014-04-17;1;72,875
2014-04-18;1;59,375
2014-04-19;1;60,75
2014-04-20;1;64,25
2014-04-21;1;70,5
2014-04-22;1;56,5
2014-04-23;1;34,285714285714285
2014-04-24;1;37,125
2014-04-25;1;47,375
2014-04-26;1;49,875
2014-04-27;1;45,375
2014-04-28;1;48,875
2014-04-29;1;58,375
2014-04-30;1;56,25
2014-05-01;0;76,125
2014-05-02;0;73,25
2014-05-03;1;72,125
2014-05-04;0;84,25
2014-05-05;0;82,25
2014-05-06;1;59,75
2014-05-08;0;86,0
2014-05-09;0;98,125
2014-05-10;0;93,75
2014-05-11;0;93,57142857142857
2014-05-12;0;92,375
2014-05-13;0;94,5
2014-05-14;1;60,375
2014-05-15;1;51,625
2014-05-16;1;62,25
2014-05-17;1;65,375
2014-05-18;1;57,75
2014-05-19;0;67,0
2014-05-20;1;81,75
2014-05-21;0;90,75
2014-05-22;1;69,5
2014-05-23;1;71,5
2014-05-24;1;65,375
2014-05-25;1;72,0
2014-05-26;1;72,25
2014-05-27;0;83,25
2014-05-28;0;89,25
2014-05-29;0;97,125
2014-05-30;1;91,625
2014-05-31;1;88,125
2014-06-01;1;78,75
2014-06-02;1;75,5
2014-06-04;1;83,625
2014-06-05;1;63,375
2014-06-06;0;82,625
2014-06-07;1;84,28571428571429
2014-06-08;0;80,5
2014-06-09;1;82,125
2014-06-10;0;89,75
2014-06-11;1;78,375
2014-06-12;0;96,5
2014-06-13;0;98,375
2014-06-14;0;82,875
2014-06-15;1;67,875
2014-06-16;0;73,375
2014-06-17;0;62,5
2014-06-18;1;72,5
2014-06-19;0;74,25
2014-06-20;0;83,375
2014-06-21;0;70,0
2014-06-22;0;76,5
2014-06-23;0;86,0
2014-06-24;0;84,375
2014-06-25;1;70,5
2014-06-26;1;74,75
2014-06-27;1;75,125
2014-06-28;1;65,625
2014-06-29;0;89,25
2014-06-30;0;95,375
2014-07-01;0;87,75
2014-07-03;1;83,625
2014-07-04;0;82,875
2014-07-05;1;72,75
2014-07-06;1;63,5
2014-07-07;1;67,375
2014-07-08;1;63,0
2014-07-09;1;59,75
2014-07-10;0;76,5
2014-07-11;1;65,5
2014-07-12;1;69,0
2014-07-13;1;75,125
2014-07-14;1;84,5
2014-07-15;1;84,125
2014-07-16;1;87,75
2014-07-17;1;82,0
2014-07-18;1;85,125
2014-07-19;1;68,125
2014-07-20;1;76,0
2014-07-21;1;65,875
2014-07-22;1;58,75
2014-07-23;1;55,125
2014-07-24;1;67,75
2014-07-25;1;71,75
2014-07-26;1;70,0
2014-07-27;1;66,625
2014-07-28;1;74,0
2014-07-29;1;83,0
2014-07-30;1;87,25
2014-07-31;0;79,875
2014-08-01;1;75,875
2014-08-02;1;74,5
2014-08-03;1;77,375
2014-08-05;1;71,75
2014-08-06;1;69,125
2014-08-07;0;75,0
2014-08-08;1;79,625
2014-08-09;1;74,375
2014-08-10;1;79,5
2014-08-11;1;81,5
2014-08-12;0;77,625
2014-08-13;0;77,25
2014-08-14;0;80,875
2014-08-15;0;82,875
2014-08-16;0;81,625
2014-08-17;1;72,75
2014-08-18;0;86,0
2014-08-19;0;89,125
2014-08-20;0;87,75
2014-08-21;0;86,0
2014-08-22;1;81,5
2014-08-23;0;86,5
2014-08-24;0;86,625
2014-08-25;0;95,5
2014-08-26;0;93,125
2014-08-27;0;95,875
2014-08-28;0;91,75
2014-08-29;0;92,0
2014-08-30;1;75,5
2014-08-31;1;73,5
2014-09-01;1;82,0
2014-09-03;1;84,0
2014-09-04;1;91,0
2014-09-05;1;77,5
2014-09-06;1;87,75
2014-09-07;1;85,5
2014-09-08;1;91,75
2014-09-09;0;88,0
2014-09-10;0;94,25
2014-09-11;1;94,875
2014-09-12;1;93,25
2014-09-13;1;83,25
2014-09-14;1;88,0
2014-09-15;1;86,375
2014-09-16;1;80,75
2014-09-17;1;86,5
2014-09-18;1;86,875
2014-09-19;1;90,625
2014-09-20;1;90,375
2014-09-22;0;95,75
2014-09-23;0;84,25
2014-09-24;0;75,0
2014-09-25;0;91,875
2014-09-26;1;87,75
2014-09-27;0;77,5
2014-09-28;1;81,125
2014-09-29;1;79,125
2014-09-30;1;72,375
2014-10-01;1;82,875
2014-10-03;1;88,625
2014-10-04;0;96,25
2014-10-05;1;81,125
2014-10-06;1;73,75
2014-10-07;1;66,0
2014-10-08;0;84,0
2014-10-10;0;99,875
2014-10-11;1;91,75
2014-10-12;1;98,875
2014-10-13;1;97,0
2014-10-14;0;98,625
2014-10-15;1;88,5
2014-10-16;1;75,125
2014-10-17;1;72,625
2014-10-18;1;80,125
2014-10-19;0;91,75
2014-10-20;1;98,75
2014-10-21;1;83,375
2014-10-22;1;67,125
2014-10-23;1;72,25
2014-10-24;1;63,5
2014-10-25;1;75,625
2014-10-26;0;90,33333333333333
2014-10-27;0;94,25
2014-10-28;0;93,5
2014-10-29;1;85,0
2014-10-30;1;86,5
2014-10-31;1;85,25
2014-11-01;1;77,125
2014-11-02;0;94,75
2014-11-03;0;99,375
2014-11-05;1;82,5
2014-11-06;0;94,25
2014-11-07;0;99,0
2014-11-08;1;94,625
2014-11-09;1;97,0
2014-11-10;1;93,5
2014-11-11;0;98,625
2014-11-12;1;90,625
2014-11-13;1;91,875
2014-11-14;1;88,625
2014-11-15;1;92,875
2014-11-16;1;88,125
2014-11-17;1;82,75
2014-11-18;1;89,75
2014-11-19;1;86,75
2014-11-20;1;90,625
2014-11-21;0;94,0
2014-11-22;1;95,875
2014-11-23;1;96,625
2014-11-24;1;91,125
2014-11-25;0;94,875
2014-11-26;0;97,75
2014-11-27;1;92,75
2014-11-28;0;94,125
2014-11-29;0;96,5
2014-11-30;1;85,875
2014-12-01;1;87,875
2014-12-03;1;84,125
2014-12-04;1;91,5
2014-12-05;1;97,625
2014-12-06;0;96,5
2014-12-07;1;89,125
2014-12-08;0;93,75
2014-12-09;0;89,125
2014-12-10;0;85,25
2014-12-11;0;90,0
2014-12-12;0;91,875
2014-12-13;0;92,625
2014-12-14;1;88,375
2014-12-15;1;90,75
2014-12-16;0;87,125
2014-12-17;0;92,625
2014-12-18;0;89,0
2014-12-19;0;93,875
2014-12-20;1;83,875
2014-12-21;0;82,625
2014-12-22;0;91,875
2014-12-23;0;94,25
2014-12-24;0;95,5
2014-12-25;0;88,5
2014-12-26;1;93,75
2014-12-27;1;92,125
2014-12-28;1;86,875
2014-12-29;1;88,375
2014-12-30;0;97,125
2014-12-31;0;96,0
2015-01-01;1;95,5
2015-01-02;0;91,375
2015-01-03;0;88,25
2015-01-04;0;86,125
2015-01-06;1;81,0
2015-01-07;1;77,125
2015-01-08;0;96,75
2015-01-09;1;98,375
2015-01-10;1;88,0
2015-01-11;0;96,0
2015-01-12;1;92,0
2015-01-13;0;89,125
2015-01-14;0;93,5
2015-01-15;1;86,125
2015-01-16;0;94,0
2015-01-17;1;94,25
2015-01-18;1;90,125
2015-01-19;1;95,0
2015-01-20;0;91,0
2015-01-21;1;85,75
2015-01-22;1;88,5
2015-01-23;0;93,625
2015-01-24;1;85,375
2015-01-25;1;86,875
2015-01-26;1;88,75
2015-01-27;1;85,75
2015-01-28;1;91,625
2015-01-30;1;83,625
2015-01-31;0;93,875
2015-02-01;0;99,5
2015-02-02;0;95,375
2015-02-03;0;88,75
2015-02-04;1;93,625
2015-02-05;0;89,125
2015-02-06;0;90,625
2015-02-07;1;89,0
2015-02-08;1;63,0
2015-02-09;0;86,0
2015-02-10;1;76,75
2015-02-11;1;79,25
2015-02-12;1;89,0
2015-02-13;1;95,625
2015-02-14;0;94,25
2015-02-15;1;57,625
2015-02-16;1;56,375
2015-02-17;1;69,625
2015-02-18;0;79,125
2015-02-19;1;99,75
2015-02-20;1;94,25
2015-02-21;0;96,75
2015-02-22;0;90,5
2015-02-23;0;87,0
2015-02-24;0;95,125
2015-02-26;1;96,75
2015-02-27;1;93,625
2015-02-28;1;90,0
2015-03-01;1;91,5
2015-03-02;0;93,875
2015-03-03;0;97,875
2015-03-04;0;95,125
2015-03-05;1;89,375
2015-03-06;0;92,0
2015-03-07;1;95,875
2015-03-08;1;91,625
2015-03-09;1;75,875
2015-03-10;1;86,125
2015-03-11;1;72,0
2015-03-12;1;72,75
2015-03-13;1;67,625
2015-03-14;1;63,375
2015-03-15;1;52,25
2015-03-16;1;61,5
2015-03-17;1;68,875
2015-03-18;1;66,0
2015-03-19;1;73,5
2015-03-20;1;67,0
2015-03-21;1;40,5
2015-03-22;1;59,625
2015-03-23;0;90,75
2015-03-24;1;71,875
2015-03-25;0;74,375
2015-03-26;1;63,25
2015-03-27;0;77,625
2015-03-28;0;91,875
2015-03-29;1;92,42857142857143
2015-03-30;0;94,75
2015-03-31;0;93,375
2015-04-01;1;95,625
2015-04-02;0;90,75
2015-04-03;0;88,625
2015-04-04;0;91,875
2015-04-05;0;91,0
2015-04-06;1;73,875
2015-04-07;0;83,875
2015-04-08;1;56,25
2015-04-09;1;59,5
2015-04-10;1;61,625
2015-04-11;1;63,5
2015-04-12;1;84,25
2015-04-13;1;77,125
2015-04-14;1;71,5
2015-04-15;1;70,75
2015-04-16;1;81,125
2015-04-17;0;84,0
2015-04-18;1;68,625
2015-04-19;1;68,5
2015-04-20;1;49,125
2015-04-21;1;50,625
2015-04-22;1;57,375
2015-04-23;0;54,625
2015-04-24;1;55,375
2015-04-25;1;54,625
2015-04-26;0;85,375
2015-04-27;0;94,2
2015-04-28;0;83,125
2015-04-29;0;88,125
2015-04-30;0;85,25
2015-05-01;1;69,625
2015-05-02;0;88,875
2015-05-03;1;80,125
2015-05-04;1;53,625
2015-05-05;1;72,125
2015-05-06;0;83,875
2015-05-07;1;95,75
2015-05-08;1;87,0
2015-05-09;1;76,25
2015-05-10;1;70,0
2015-05-11;1;81,75
2015-05-12;1;77,875
2015-05-13;0;91,375
2015-05-14;0;70,375
2015-05-15;1;70,875
2015-05-16;1;73,875
2015-05-17;1;67,75
2015-05-18;0;83,0
2015-05-19;1;69,875
2015-05-20;1;73,0
2015-05-21;0;85,75
2015-05-22;1;77,0
2015-05-23;0;77,125
2015-05-24;0;76,125
2015-05-25;1;80,375
2015-05-26;1;71,5
2015-05-27;0;76,5
2015-05-28;1;61,625
2015-05-29;0;78,25
2015-05-30;1;74,625
2015-05-31;0;74,875
2015-06-01;0;77,25
2015-06-02;1;76,0
2015-06-03;0;79,75
2015-06-04;1;59,625
2015-06-05;1;52,375
2015-06-06;1;63,0
2015-06-07;1;69,625
2015-06-08;0;74,125
2015-06-09;1;59,25
2015-06-10;1;63,375
2015-06-11;1;53,75
2015-06-12;0;72,875
2015-06-13;1;70,25
2015-06-14;0;89,875
2015-06-15;1;74,75
2015-06-16;1;55,25
2015-06-17;1;57,875
2015-06-18;0;90,875
2015-06-19;0;92,125
2015-06-20;0;91,0
2015-06-21;1;88,25
2015-06-22;0;85,875
2015-06-23;0;82,625
2015-06-24;0;95,25
2015-06-25;1;83,125
2015-06-26;1;82,5
2015-06-27;0;81,875
2015-06-28;1;73,0
2015-06-29;1;69,25
2015-06-30;0;90,375
2015-07-01;1;67,75
2015-07-02;1;57,5
2015-07-03;1;65,625
2015-07-04;1;69,25
2015-07-05;1;62,75
2015-07-06;1;60,875
2015-07-07;0;82,875
2015-07-08;0;88,75
2015-07-09;1;87,625
2015-07-10;0;80,0
2015-07-11;1;74,25
2015-07-12;0;80,375
2015-07-13;1;71,5
2015-07-14;1;77,375
2015-07-15;1;61,375
2015-07-16;1;73,5
2015-07-17;0;85,375
2015-07-18;0;87,5
2015-07-19;0;81,375
2015-07-20;0;84,0
2015-07-21;1;67,25
2015-07-22;0;84,625
2015-07-23;1;90,25
2015-07-25;1;72,875
2015-07-26;0;84,625
2015-07-27;1;75,625
2015-07-28;1;79,5
2015-07-29;1;77,5
2015-07-30;0;84,875
2015-07-31;0;87,0
2015-08-01;1;64,875
2015-08-02;1;75,625
2015-08-03;1;71,625
2015-08-04;1;70,75
2015-08-05;1;71,375
2015-08-06;0;83,125
2015-08-07;1;75,125
2015-08-08;0;81,0
2015-08-09;1;75,0
2015-08-10;1;76,625
2015-08-11;1;72,75
2015-08-12;0;77,375
2015-08-13;1;62,125
2015-08-14;1;66,375
2015-08-15;1;65,5
2015-08-16;1;64,0
2015-08-18;1;71,75
2015-08-19;1;77,375
2015-08-20;1;71,0
2015-08-21;1;75,5
2015-08-22;1;64,75
2015-08-23;1;68,125
2015-08-24;1;77,71428571428571
2015-08-25;1;74,375
2015-08-26;0;81,0
2015-08-27;1;84,25
2015-08-28;0;91,25
2015-08-29;1;69,875
2015-08-30;0;82,625
2015-08-31;1;83,75
2015-09-01;1;89,75
2015-09-02;0;89,375
